year;language_1;language_2;proximity
2020;ActionScript;Vue;0.06521739130434782
2020;ActionScript;XS;0.7272727272727273
2020;ActionScript;XSLT;0.19230769230769232
2020;ActionScript;Yacc;0.2608695652173913
2020;ActionScript;sed;0.3157894736842105
2020;Ada;AMPL;0.5
2020;Ada;ANTLR;0.42857142857142855
2020;Ada;ASP.NET;0.029411764705882353
2020;Ada;ActionScript;0.75
2020;Ada;Apex;0.375
2020;Ada;AppleScript;0.6
2020;Ada;Assembly;0.23333333333333334
2020;Ada;AutoHotkey;0.625
2020;Ada;Awk;0.2692307692307692
2020;Ada;Batchfile;0.175
2020;Ada;Blade;0.02
2020;Ada;Brainfuck;0.5
2020;Ada;C;0.13513513513513514
2020;Ada;C#;0.015384615384615385
2020;Ada;C++;0.1388888888888889
2020;Ada;CMake;0.17142857142857143
2020;Ada;CSS;0.009174311926605505
2020;Ada;Clojure;0.375
2020;Ada;CoffeeScript;0.1875
2020;Ada;Common Lisp;0.42857142857142855
2020;Ada;Cuda;0.4375
2020;Ada;D;0.6
2020;Ada;DIGITAL Command Language;0.5833333333333334
2020;Ada;DTrace;0.75
2020;Ada;Dart;0.05555555555555555
2020;Ada;Dockerfile;0.13636363636363635
2020;Ada;Elixir;0.35294117647058826
2020;Ada;Elm;0.6666666666666666
2020;Ada;Emacs Lisp;0.2727272727272727
2020;Ada;Erlang;0.5454545454545454
2020;Ada;F#;0.46153846153846156
2020;Ada;Forth;0.5
2020;Ada;Fortran;0.3125
2020;Ada;FreeMarker;0.3333333333333333
2020;Ada;G-code;0.5
2020;Ada;GAP;0.5
2020;Ada;GDB;0.4117647058823529
2020;Ada;GDScript;0.5
2020;Ada;GLSL;0.21428571428571427
2020;Ada;Gherkin;0.2
2020;Ada;Gnuplot;0.45454545454545453
2020;Ada;Go;0.24
2020;Ada;Groovy;0.2413793103448276
2020;Ada;HCL;0.2608695652173913
2020;Ada;HLSL;0.13333333333333333
2020;Ada;HTML;0.017094017094017096
2020;Ada;Hack;0.0392156862745098
2020;Ada;Haml;0.5
2020;Ada;Handlebars;0.09523809523809523
2020;Ada;Haskell;0.25
2020;Ada;Inno Setup;0.4
2020;Ada;Java;0.046153846153846156
2020;Ada;JavaScript;0.017699115044247787
2020;Ada;Julia;0.5454545454545454
2020;Ada;Jupyter Notebook;0.08
2020;Ada;Kotlin;0.037037037037037035
2020;Ada;LLVM;0.625
2020;Ada;Less;0.05
2020;Ada;Lex;0.25
2020;Ada;Liquid;0.375
2020;Ada;Logos;0.75
2020;Ada;Lua;0.21428571428571427
2020;Ada;M;0.5
2020;Ada;M4;0.22580645161290322
2020;Ada;MATLAB;0.16666666666666666
2020;Ada;Makefile;0.15789473684210525
2020;Ada;Mako;0.25
2020;Ada;Mathematica;0.45454545454545453
2020;Ada;Meson;0.3333333333333333
2020;Ada;NASL;0.5
2020;Ada;NSIS;0.3333333333333333
2020;Ada;Nim;0.5
2020;Ada;Nix;0.45454545454545453
2020;Ada;OCaml;0.6
2020;Ada;Objective-C;0.06818181818181818
2020;Ada;Objective-C++;0.3181818181818182
2020;Ada;OpenEdge ABL;0.75
2020;Ada;OpenSCAD;0.5
2020;Ada;PHP;0.010638297872340425
